epoc (ms),timestamp (+0300),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1744041762665,2025-04-07T19.02.42.665,1.357,0.178,-0.955,-0.098
1744041762685,2025-04-07T19.02.42.685,1.377,0.179,-0.967,-0.095
1744041762706,2025-04-07T19.02.42.706,1.398,0.177,-0.977,-0.103
1744041762725,2025-04-07T19.02.42.725,1.417,0.177,-0.985,-0.103
1744041762745,2025-04-07T19.02.42.745,1.437,0.177,-0.986,-0.099
1744041762766,2025-04-07T19.02.42.766,1.458,0.176,-0.976,-0.097
1744041762786,2025-04-07T19.02.42.786,1.478,0.178,-0.966,-0.098
1744041762807,2025-04-07T19.02.42.807,1.499,0.180,-0.957,-0.100
1744041762827,2025-04-07T19.02.42.827,1.519,0.187,-0.958,-0.098
1744041762846,2025-04-07T19.02.42.846,1.538,0.186,-0.961,-0.093
1744041762867,2025-04-07T19.02.42.867,1.559,0.184,-0.962,-0.092
1744041762887,2025-04-07T19.02.42.887,1.579,0.183,-0.965,-0.101
1744041762908,2025-04-07T19.02.42.908,1.600,0.181,-0.958,-0.106
1744041762928,2025-04-07T19.02.42.928,1.620,0.180,-0.961,-0.109
1744041762947,2025-04-07T19.02.42.947,1.639,0.180,-0.966,-0.102
1744041762968,2025-04-07T19.02.42.968,1.660,0.175,-0.966,-0.095
1744041762988,2025-04-07T19.02.42.988,1.680,0.181,-0.965,-0.092
1744041763009,2025-04-07T19.02.43.009,1.701,0.177,-0.964,-0.098
1744041763029,2025-04-07T19.02.43.029,1.721,0.180,-0.959,-0.101
1744041763050,2025-04-07T19.02.43.050,1.742,0.176,-0.955,-0.103
1744041763069,2025-04-07T19.02.43.069,1.761,0.179,-0.968,-0.101
1744041763089,2025-04-07T19.02.43.089,1.781,0.175,-0.963,-0.099
1744041763110,2025-04-07T19.02.43.110,1.802,0.180,-0.967,-0.095
1744041763130,2025-04-07T19.02.43.130,1.822,0.177,-0.961,-0.097
1744041763151,2025-04-07T19.02.43.151,1.843,0.178,-0.963,-0.098
1744041763171,2025-04-07T19.02.43.171,1.863,0.173,-0.970,-0.100
1744041763190,2025-04-07T19.02.43.190,1.882,0.180,-0.963,-0.099
1744041763211,2025-04-07T19.02.43.211,1.903,0.180,-0.962,-0.100
1744041763232,2025-04-07T19.02.43.232,1.924,0.176,-0.965,-0.099
1744041763252,2025-04-07T19.02.43.252,1.944,0.182,-0.963,-0.095
1744041763273,2025-04-07T19.02.43.273,1.965,0.178,-0.962,-0.092
1744041763292,2025-04-07T19.02.43.292,1.984,0.177,-0.966,-0.097
1744041763312,2025-04-07T19.02.43.312,2.004,0.179,-0.966,-0.102
1744041763333,2025-04-07T19.02.43.333,2.025,0.176,-0.965,-0.101
1744041763353,2025-04-07T19.02.43.353,2.045,0.179,-0.966,-0.095
1744041763374,2025-04-07T19.02.43.374,2.066,0.180,-0.967,-0.092
1744041763394,2025-04-07T19.02.43.394,2.086,0.186,-0.966,-0.093
1744041763413,2025-04-07T19.02.43.413,2.105,0.183,-0.965,-0.095
1744041763434,2025-04-07T19.02.43.434,2.126,0.184,-0.962,-0.095
1744041763454,2025-04-07T19.02.43.454,2.146,0.184,-0.968,-0.094
1744041763475,2025-04-07T19.02.43.475,2.167,0.184,-0.968,-0.098
1744041763495,2025-04-07T19.02.43.495,2.187,0.181,-0.960,-0.100
1744041763516,2025-04-07T19.02.43.516,2.208,0.185,-0.951,-0.098
1744041763535,2025-04-07T19.02.43.535,2.227,0.179,-0.959,-0.097
1744041763555,2025-04-07T19.02.43.555,2.247,0.184,-0.959,-0.094
1744041763576,2025-04-07T19.02.43.576,2.268,0.184,-0.965,-0.084
1744041763596,2025-04-07T19.02.43.596,2.288,0.180,-0.964,-0.085
1744041763617,2025-04-07T19.02.43.617,2.309,0.183,-0.961,-0.094
1744041763637,2025-04-07T19.02.43.637,2.329,0.180,-0.956,-0.097
1744041763656,2025-04-07T19.02.43.656,2.348,0.182,-0.964,-0.094
1744041763677,2025-04-07T19.02.43.677,2.369,0.181,-0.960,-0.095
1744041763697,2025-04-07T19.02.43.697,2.389,0.185,-0.965,-0.094
1744041763718,2025-04-07T19.02.43.718,2.410,0.186,-0.968,-0.086
1744041763738,2025-04-07T19.02.43.738,2.430,0.184,-0.962,-0.084
1744041763757,2025-04-07T19.02.43.757,2.449,0.180,-0.966,-0.094
1744041763778,2025-04-07T19.02.43.778,2.470,0.182,-0.965,-0.099
1744041763798,2025-04-07T19.02.43.798,2.490,0.182,-0.960,-0.096
1744041763819,2025-04-07T19.02.43.819,2.511,0.187,-0.957,-0.095
1744041763839,2025-04-07T19.02.43.839,2.531,0.185,-0.960,-0.093
1744041763860,2025-04-07T19.02.43.860,2.552,0.188,-0.964,-0.095
1744041763879,2025-04-07T19.02.43.879,2.571,0.178,-0.962,-0.101
1744041763899,2025-04-07T19.02.43.899,2.591,0.181,-0.963,-0.103
1744041763920,2025-04-07T19.02.43.920,2.612,0.175,-0.963,-0.094
1744041763940,2025-04-07T19.02.43.940,2.632,0.177,-0.963,-0.090
1744041763961,2025-04-07T19.02.43.961,2.653,0.173,-0.964,-0.089
1744041763982,2025-04-07T19.02.43.982,2.674,0.179,-0.965,-0.088
1744041764001,2025-04-07T19.02.44.001,2.693,0.176,-0.963,-0.088
1744041764021,2025-04-07T19.02.44.021,2.713,0.183,-0.956,-0.089
1744041764042,2025-04-07T19.02.44.042,2.734,0.179,-0.953,-0.091
1744041764062,2025-04-07T19.02.44.062,2.754,0.181,-0.960,-0.094
1744041764083,2025-04-07T19.02.44.083,2.775,0.186,-0.960,-0.093
1744041764103,2025-04-07T19.02.44.103,2.795,0.185,-0.962,-0.090
1744041764122,2025-04-07T19.02.44.122,2.814,0.184,-0.964,-0.094
1744041764143,2025-04-07T19.02.44.143,2.835,0.187,-0.963,-0.097
1744041764163,2025-04-07T19.02.44.163,2.855,0.186,-0.965,-0.093
1744041764184,2025-04-07T19.02.44.184,2.876,0.187,-0.965,-0.094
1744041764204,2025-04-07T19.02.44.204,2.896,0.193,-0.967,-0.098
1744041764223,2025-04-07T19.02.44.223,2.915,0.194,-0.972,-0.094
1744041764244,2025-04-07T19.02.44.244,2.936,0.197,-0.976,-0.088
1744041764264,2025-04-07T19.02.44.264,2.956,0.196,-0.977,-0.091
1744041764285,2025-04-07T19.02.44.285,2.977,0.185,-0.964,-0.095
1744041764305,2025-04-07T19.02.44.305,2.997,0.178,-0.959,-0.094
1744041764326,2025-04-07T19.02.44.326,3.018,0.179,-0.953,-0.083
1744041764345,2025-04-07T19.02.44.345,3.037,0.177,-0.959,-0.081
1744041764365,2025-04-07T19.02.44.365,3.057,0.180,-0.961,-0.082
1744041764386,2025-04-07T19.02.44.386,3.078,0.176,-0.965,-0.082
1744041764406,2025-04-07T19.02.44.406,3.098,0.173,-0.966,-0.086
1744041764427,2025-04-07T19.02.44.427,3.119,0.171,-0.957,-0.094
1744041764447,2025-04-07T19.02.44.447,3.139,0.177,-0.960,-0.093
1744041764466,2025-04-07T19.02.44.466,3.158,0.180,-0.957,-0.071
1744041764487,2025-04-07T19.02.44.487,3.179,0.177,-0.961,-0.063
1744041764507,2025-04-07T19.02.44.507,3.199,0.174,-0.964,-0.078
1744041764528,2025-04-07T19.02.44.528,3.220,0.174,-0.962,-0.087
1744041764548,2025-04-07T19.02.44.548,3.240,0.173,-0.964,-0.084
1744041764567,2025-04-07T19.02.44.567,3.259,0.173,-0.966,-0.080
1744041764588,2025-04-07T19.02.44.588,3.280,0.179,-0.970,-0.077
1744041764608,2025-04-07T19.02.44.608,3.300,0.177,-0.981,-0.069
1744041764629,2025-04-07T19.02.44.629,3.321,0.173,-0.969,-0.078
1744041764649,2025-04-07T19.02.44.649,3.341,0.178,-0.968,-0.091
1744041764670,2025-04-07T19.02.44.670,3.362,0.180,-0.966,-0.085
1744041764689,2025-04-07T19.02.44.689,3.381,0.181,-0.962,-0.071
1744041764711,2025-04-07T19.02.44.711,3.403,0.179,-0.962,-0.071
1744041764730,2025-04-07T19.02.44.730,3.422,0.178,-0.958,-0.080
1744041764751,2025-04-07T19.02.44.751,3.443,0.176,-0.959,-0.089
1744041764771,2025-04-07T19.02.44.771,3.463,0.177,-0.965,-0.083
1744041764792,2025-04-07T19.02.44.792,3.484,0.183,-0.964,-0.074
1744041764811,2025-04-07T19.02.44.811,3.503,0.184,-0.970,-0.066
1744041764831,2025-04-07T19.02.44.831,3.523,0.188,-0.972,-0.069
1744041764852,2025-04-07T19.02.44.852,3.544,0.190,-0.969,-0.071
1744041764872,2025-04-07T19.02.44.872,3.564,0.190,-0.968,-0.067
1744041764893,2025-04-07T19.02.44.893,3.585,0.180,-0.961,-0.070
1744041764913,2025-04-07T19.02.44.913,3.605,0.180,-0.962,-0.084
1744041764932,2025-04-07T19.02.44.932,3.624,0.184,-0.963,-0.081
1744041764953,2025-04-07T19.02.44.953,3.645,0.181,-0.959,-0.071
1744041764973,2025-04-07T19.02.44.973,3.665,0.178,-0.956,-0.074
1744041764994,2025-04-07T19.02.44.994,3.686,0.181,-0.955,-0.068
1744041765014,2025-04-07T19.02.45.014,3.706,0.178,-0.959,-0.069
1744041765035,2025-04-07T19.02.45.035,3.727,0.184,-0.962,-0.070
1744041765054,2025-04-07T19.02.45.054,3.746,0.183,-0.956,-0.073
1744041765074,2025-04-07T19.02.45.074,3.766,0.186,-0.966,-0.073
1744041765095,2025-04-07T19.02.45.095,3.787,0.187,-0.964,-0.072
1744041765115,2025-04-07T19.02.45.115,3.807,0.188,-0.962,-0.071
1744041765136,2025-04-07T19.02.45.136,3.828,0.188,-0.964,-0.073
1744041765155,2025-04-07T19.02.45.155,3.847,0.189,-0.965,-0.073
1744041765175,2025-04-07T19.02.45.175,3.867,0.188,-0.965,-0.070
1744041765196,2025-04-07T19.02.45.196,3.888,0.183,-0.968,-0.067
1744041765216,2025-04-07T19.02.45.216,3.908,0.183,-0.971,-0.066
1744041765237,2025-04-07T19.02.45.237,3.929,0.184,-0.967,-0.070
1744041765257,2025-04-07T19.02.45.257,3.949,0.186,-0.965,-0.074
1744041765276,2025-04-07T19.02.45.276,3.968,0.188,-0.962,-0.072
1744041765297,2025-04-07T19.02.45.297,3.989,0.186,-0.963,-0.070
1744041765317,2025-04-07T19.02.45.317,4.009,0.187,-0.964,-0.071
1744041765338,2025-04-07T19.02.45.338,4.030,0.185,-0.962,-0.072
1744041765358,2025-04-07T19.02.45.358,4.050,0.186,-0.966,-0.073
1744041765379,2025-04-07T19.02.45.379,4.071,0.183,-0.961,-0.072
1744041765398,2025-04-07T19.02.45.398,4.090,0.180,-0.962,-0.072
1744041765419,2025-04-07T19.02.45.419,4.111,0.177,-0.959,-0.077
1744041765439,2025-04-07T19.02.45.439,4.131,0.181,-0.963,-0.075
1744041765460,2025-04-07T19.02.45.460,4.152,0.181,-0.971,-0.067
1744041765480,2025-04-07T19.02.45.480,4.172,0.177,-0.970,-0.070
1744041765499,2025-04-07T19.02.45.499,4.191,0.178,-0.975,-0.062
1744041765520,2025-04-07T19.02.45.520,4.212,0.179,-0.983,-0.061
1744041765540,2025-04-07T19.02.45.540,4.232,0.174,-0.974,-0.073
1744041765561,2025-04-07T19.02.45.561,4.253,0.169,-0.979,-0.074
1744041765581,2025-04-07T19.02.45.581,4.273,0.173,-0.967,-0.058
1744041765602,2025-04-07T19.02.45.602,4.294,0.173,-0.960,-0.049
1744041765621,2025-04-07T19.02.45.621,4.313,0.163,-0.953,-0.050
1744041765641,2025-04-07T19.02.45.641,4.333,0.154,-0.940,-0.039
1744041765662,2025-04-07T19.02.45.662,4.354,0.162,-0.934,-0.021
1744041765682,2025-04-07T19.02.45.682,4.374,0.174,-0.935,-0.041
1744041765703,2025-04-07T19.02.45.703,4.395,0.181,-0.950,-0.098
1744041765723,2025-04-07T19.02.45.723,4.415,0.185,-0.932,-0.152
1744041765742,2025-04-07T19.02.45.742,4.434,0.185,-0.929,-0.170
1744041765763,2025-04-07T19.02.45.763,4.455,0.176,-0.942,-0.159
1744041765783,2025-04-07T19.02.45.783,4.475,0.184,-0.962,-0.141
1744041765804,2025-04-07T19.02.45.804,4.496,0.181,-0.965,-0.144
1744041765824,2025-04-07T19.02.45.824,4.516,0.158,-0.942,-0.156
1744041765845,2025-04-07T19.02.45.845,4.537,0.146,-0.938,-0.144
1744041765864,2025-04-07T19.02.45.864,4.556,0.137,-0.977,-0.115
1744041765884,2025-04-07T19.02.45.884,4.576,0.128,-1.008,-0.093
1744041765905,2025-04-07T19.02.45.905,4.597,0.128,-1.036,-0.079
1744041765925,2025-04-07T19.02.45.925,4.617,0.128,-1.034,-0.069
1744041765946,2025-04-07T19.02.45.946,4.638,0.130,-1.031,-0.076
1744041765966,2025-04-07T19.02.45.966,4.658,0.146,-1.031,-0.082
1744041765985,2025-04-07T19.02.45.985,4.677,0.151,-1.003,-0.082
1744041766006,2025-04-07T19.02.46.006,4.698,0.162,-0.979,-0.079
1744041766026,2025-04-07T19.02.46.026,4.718,0.172,-0.951,-0.088
1744041766047,2025-04-07T19.02.46.047,4.739,0.177,-0.927,-0.101
1744041766067,2025-04-07T19.02.46.067,4.759,0.171,-0.917,-0.113
1744041766086,2025-04-07T19.02.46.086,4.778,0.169,-0.910,-0.115
1744041766107,2025-04-07T19.02.46.107,4.799,0.156,-0.919,-0.129
1744041766128,2025-04-07T19.02.46.128,4.820,0.154,-0.937,-0.143
1744041766148,2025-04-07T19.02.46.148,4.840,0.144,-0.948,-0.152
1744041766169,2025-04-07T19.02.46.169,4.861,0.138,-0.961,-0.153
1744041766189,2025-04-07T19.02.46.189,4.881,0.127,-0.974,-0.154
1744041766208,2025-04-07T19.02.46.208,4.900,0.121,-0.992,-0.156
1744041766229,2025-04-07T19.02.46.229,4.921,0.119,-0.996,-0.150
1744041766249,2025-04-07T19.02.46.249,4.941,0.122,-1.000,-0.140
1744041766270,2025-04-07T19.02.46.270,4.962,0.124,-1.002,-0.135
1744041766290,2025-04-07T19.02.46.290,4.982,0.126,-1.005,-0.139
1744041766311,2025-04-07T19.02.46.311,5.003,0.125,-0.994,-0.145
1744041766330,2025-04-07T19.02.46.330,5.022,0.129,-0.984,-0.149
1744041766350,2025-04-07T19.02.46.350,5.042,0.127,-0.968,-0.144
1744041766371,2025-04-07T19.02.46.371,5.063,0.135,-0.958,-0.130
1744041766391,2025-04-07T19.02.46.391,5.083,0.140,-0.961,-0.121
1744041766412,2025-04-07T19.02.46.412,5.104,0.146,-0.974,-0.114
1744041766432,2025-04-07T19.02.46.432,5.124,0.137,-0.959,-0.122
1744041766451,2025-04-07T19.02.46.451,5.143,0.140,-0.955,-0.141
1744041766472,2025-04-07T19.02.46.472,5.164,0.146,-0.961,-0.139
1744041766492,2025-04-07T19.02.46.492,5.184,0.155,-0.967,-0.128
1744041766513,2025-04-07T19.02.46.513,5.205,0.154,-0.975,-0.127
1744041766533,2025-04-07T19.02.46.533,5.225,0.152,-0.964,-0.142
1744041766552,2025-04-07T19.02.46.552,5.244,0.158,-0.962,-0.149
1744041766573,2025-04-07T19.02.46.573,5.265,0.158,-0.968,-0.146
1744041766593,2025-04-07T19.02.46.593,5.285,0.159,-0.963,-0.138
1744041766614,2025-04-07T19.02.46.614,5.306,0.167,-0.970,-0.135
1744041766634,2025-04-07T19.02.46.634,5.326,0.165,-0.983,-0.123
1744041766655,2025-04-07T19.02.46.655,5.347,0.146,-0.991,-0.109
1744041766674,2025-04-07T19.02.46.674,5.366,0.135,-0.991,-0.097
1744041766694,2025-04-07T19.02.46.694,5.386,0.132,-0.986,-0.100
1744041766715,2025-04-07T19.02.46.715,5.407,0.136,-0.963,-0.116
1744041766735,2025-04-07T19.02.46.735,5.427,0.129,-0.970,-0.127
1744041766756,2025-04-07T19.02.46.756,5.448,0.131,-0.972,-0.137
1744041766776,2025-04-07T19.02.46.776,5.468,0.142,-0.954,-0.135
1744041766795,2025-04-07T19.02.46.795,5.487,0.134,-0.952,-0.145
1744041766816,2025-04-07T19.02.46.816,5.508,0.139,-0.940,-0.150
1744041766836,2025-04-07T19.02.46.836,5.528,0.150,-0.940,-0.139
1744041766857,2025-04-07T19.02.46.857,5.549,0.152,-0.951,-0.131
1744041766878,2025-04-07T19.02.46.878,5.570,0.145,-0.940,-0.146
1744041766898,2025-04-07T19.02.46.898,5.590,0.147,-0.946,-0.164
1744041766917,2025-04-07T19.02.46.917,5.609,0.146,-0.953,-0.165
1744041766938,2025-04-07T19.02.46.938,5.630,0.142,-0.983,-0.149
1744041766958,2025-04-07T19.02.46.958,5.650,0.143,-0.989,-0.118
1744041766979,2025-04-07T19.02.46.979,5.671,0.139,-0.990,-0.107
1744041766999,2025-04-07T19.02.46.999,5.691,0.132,-0.978,-0.123
1744041767018,2025-04-07T19.02.47.018,5.710,0.138,-0.969,-0.131
1744041767039,2025-04-07T19.02.47.039,5.731,0.151,-0.971,-0.121
1744041767059,2025-04-07T19.02.47.059,5.751,0.149,-0.959,-0.107
1744041767080,2025-04-07T19.02.47.080,5.772,0.135,-0.966,-0.091
1744041767100,2025-04-07T19.02.47.100,5.792,0.161,-0.960,-0.100
1744041767121,2025-04-07T19.02.47.121,5.813,0.173,-0.943,-0.132
1744041767140,2025-04-07T19.02.47.140,5.832,0.175,-0.946,-0.148
1744041767160,2025-04-07T19.02.47.160,5.852,0.168,-0.932,-0.161
1744041767181,2025-04-07T19.02.47.181,5.873,0.169,-0.941,-0.168
1744041767201,2025-04-07T19.02.47.201,5.893,0.171,-0.960,-0.170
1744041767222,2025-04-07T19.02.47.222,5.914,0.167,-0.955,-0.169
1744041767242,2025-04-07T19.02.47.242,5.934,0.146,-0.966,-0.166
1744041767261,2025-04-07T19.02.47.261,5.953,0.152,-0.978,-0.162
1744041767282,2025-04-07T19.02.47.282,5.974,0.160,-0.962,-0.159
1744041767302,2025-04-07T19.02.47.302,5.994,0.159,-0.958,-0.154
1744041767323,2025-04-07T19.02.47.323,6.015,0.159,-0.957,-0.157
1744041767343,2025-04-07T19.02.47.343,6.035,0.162,-0.961,-0.157
1744041767364,2025-04-07T19.02.47.364,6.056,0.169,-0.963,-0.158
1744041767383,2025-04-07T19.02.47.383,6.075,0.165,-0.965,-0.154
1744041767403,2025-04-07T19.02.47.403,6.095,0.164,-0.971,-0.151
1744041767424,2025-04-07T19.02.47.424,6.116,0.164,-0.955,-0.151
1744041767444,2025-04-07T19.02.47.444,6.136,0.167,-0.954,-0.148
1744041767465,2025-04-07T19.02.47.465,6.157,0.170,-0.957,-0.147
1744041767484,2025-04-07T19.02.47.484,6.176,0.174,-0.954,-0.142
1744041767504,2025-04-07T19.02.47.504,6.196,0.174,-0.958,-0.140
1744041767525,2025-04-07T19.02.47.525,6.217,0.176,-0.953,-0.143
1744041767545,2025-04-07T19.02.47.545,6.237,0.177,-0.946,-0.151
1744041767566,2025-04-07T19.02.47.566,6.258,0.181,-0.945,-0.155
1744041767586,2025-04-07T19.02.47.586,6.278,0.178,-0.944,-0.155
1744041767606,2025-04-07T19.02.47.606,6.298,0.181,-0.961,-0.156
1744041767626,2025-04-07T19.02.47.626,6.318,0.176,-0.960,-0.155
1744041767647,2025-04-07T19.02.47.647,6.339,0.176,-0.962,-0.152
1744041767667,2025-04-07T19.02.47.667,6.359,0.178,-0.962,-0.149
1744041767688,2025-04-07T19.02.47.688,6.380,0.176,-0.951,-0.147
1744041767708,2025-04-07T19.02.47.708,6.400,0.174,-0.964,-0.146
1744041767727,2025-04-07T19.02.47.727,6.419,0.174,-0.958,-0.151
1744041767748,2025-04-07T19.02.47.748,6.440,0.169,-0.958,-0.155
1744041767768,2025-04-07T19.02.47.768,6.460,0.166,-0.965,-0.156
1744041767789,2025-04-07T19.02.47.789,6.481,0.170,-0.962,-0.151
1744041767809,2025-04-07T19.02.47.809,6.501,0.171,-0.960,-0.140
1744041767828,2025-04-07T19.02.47.828,6.520,0.177,-0.959,-0.136
1744041767849,2025-04-07T19.02.47.849,6.541,0.173,-0.949,-0.146
1744041767869,2025-04-07T19.02.47.869,6.561,0.168,-0.950,-0.160
1744041767890,2025-04-07T19.02.47.890,6.582,0.171,-0.955,-0.166
1744041767910,2025-04-07T19.02.47.910,6.602,0.173,-0.957,-0.156
1744041767931,2025-04-07T19.02.47.931,6.623,0.175,-0.964,-0.144
1744041767950,2025-04-07T19.02.47.950,6.642,0.177,-0.960,-0.138
1744041767970,2025-04-07T19.02.47.970,6.662,0.175,-0.955,-0.141
1744041767991,2025-04-07T19.02.47.991,6.683,0.171,-0.958,-0.156
1744041768011,2025-04-07T19.02.48.011,6.703,0.172,-0.958,-0.162
1744041768032,2025-04-07T19.02.48.032,6.724,0.173,-0.957,-0.156
1744041768052,2025-04-07T19.02.48.052,6.744,0.171,-0.962,-0.150
1744041768071,2025-04-07T19.02.48.071,6.763,0.177,-0.965,-0.144
1744041768092,2025-04-07T19.02.48.092,6.784,0.174,-0.958,-0.138
1744041768112,2025-04-07T19.02.48.112,6.804,0.176,-0.964,-0.133
1744041768133,2025-04-07T19.02.48.133,6.825,0.171,-0.957,-0.137
1744041768153,2025-04-07T19.02.48.153,6.845,0.171,-0.950,-0.153
1744041768174,2025-04-07T19.02.48.174,6.866,0.172,-0.947,-0.157
1744041768193,2025-04-07T19.02.48.193,6.885,0.181,-0.953,-0.143
1744041768213,2025-04-07T19.02.48.213,6.905,0.178,-0.962,-0.127
1744041768234,2025-04-07T19.02.48.234,6.926,0.177,-0.958,-0.127
1744041768254,2025-04-07T19.02.48.254,6.946,0.177,-0.953,-0.146
1744041768275,2025-04-07T19.02.48.275,6.967,0.175,-0.944,-0.157
1744041768294,2025-04-07T19.02.48.294,6.986,0.177,-0.956,-0.151
1744041768315,2025-04-07T19.02.48.315,7.007,0.180,-0.974,-0.138
1744041768335,2025-04-07T19.02.48.335,7.027,0.178,-0.971,-0.127
1744041768356,2025-04-07T19.02.48.356,7.048,0.182,-0.958,-0.128
1744041768376,2025-04-07T19.02.48.376,7.068,0.177,-0.952,-0.141
1744041768397,2025-04-07T19.02.48.397,7.089,0.176,-0.952,-0.151
1744041768416,2025-04-07T19.02.48.416,7.108,0.179,-0.956,-0.147
1744041768436,2025-04-07T19.02.48.436,7.128,0.180,-0.958,-0.138
1744041768457,2025-04-07T19.02.48.457,7.149,0.178,-0.961,-0.134
1744041768477,2025-04-07T19.02.48.477,7.169,0.173,-0.967,-0.137
1744041768498,2025-04-07T19.02.48.498,7.190,0.175,-0.965,-0.143
